duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_cre,attack_type
3244,tcp,http,SF,80291,404,1,2,2,6,1,0,3,0,0,7,1,dos
67,tcp,smtp,RSTO,4455,3600,0,0,0,5,1,1,3,0,0,4,1,probe
1085,udp,smtp,RSTR,27877,92,0,0,1,1,0,0,5,0,0,6,4,dos
15,icmp,finger,RSTO,1180,128,0,1,0,3,0,1,9,0,1,6,4,u2r
413,icmp,telnet,RSTO,2068,3454,0,1,0,6,1,1,1,0,0,1,3,normal
566,tcp,http,REJ,572,5029,1,0,1,5,0,0,1,0,0,7,2,probe
618,udp,ftp,S0,6525,5101,0,1,1,5,1,1,1,0,0,8,0,probe
501,icmp,telnet,S0,3419,5532,0,0,1,5,1,1,2,0,0,2,2,probe
328,tcp,dns,SH,554,400,1,0,0,6,2,1,5,0,0,5,4,r2l
2576,udp,telnet,SH,58448,71,0,1,2,3,0,0,2,0,0,0,2,dos
4166,icmp,eco_i,RSTR,53460,269,1,1,2,1,0,0,1,0,0,3,1,dos
113,tcp,http,RSTR,1777,119,1,1,0,2,0,1,6,1,1,4,0,u2r
203,udp,ftp,S0,3547,9959,1,1,1,6,0,1,1,0,0,0,4,probe
2165,udp,ftp,SF,105150,30,0,1,1,2,0,0,2,0,0,2,4,dos
662,tcp,telnet,S0,9122,1865,0,1,0,6,1,1,1,0,0,0,3,normal
438,icmp,smtp,REJ,4665,23218,1,0,0,0,0,0,2,0,0,4,0,probe
810,icmp,dns,SF,922,19673,1,0,0,1,1,1,0,0,0,4,3,probe
2197,udp,eco_i,REJ,36164,48,1,1,2,4,0,0,0,0,0,1,0,dos
1010,udp,ftp,REJ,8533,3423,0,1,0,0,0,1,2,0,0,4,2,probe
452,tcp,smtp,REJ,829,9269,0,1,0,4,0,1,2,0,0,9,2,normal
391,tcp,smtp,SH,2673,3838,1,1,0,3,1,1,0,0,0,1,4,normal
130,udp,dns,S0,1959,6899,0,1,0,4,1,1,4,0,0,7,4,probe
1478,udp,finger,S0,121281,88,0,2,2,3,1,0,3,0,0,9,1,dos
437,udp,http,REJ,5494,13780,1,0,1,4,1,0,1,0,0,2,4,probe
2161,udp,http,SH,94949,50,1,2,2,1,0,0,3,0,0,5,1,dos
160,udp,dns,S0,39,707,1,0,0,4,5,0,1,0,0,6,0,r2l
1727,udp,http,S0,7668,12684,0,0,0,5,0,1,1,0,0,4,2,normal
111,udp,telnet,RSTR,836,12636,1,1,1,1,1,1,0,0,0,6,0,probe
285,tcp,eco_i,REJ,3526,5374,1,0,0,3,1,1,1,0,0,4,3,normal
587,icmp,smtp,S0,6076,15756,0,1,0,6,0,1,4,0,0,9,1,probe
3671,icmp,eco_i,RSTR,52783,181,0,2,1,6,1,0,5,0,0,2,1,dos
257,icmp,http,RSTO,10837,9715,0,0,0,0,1,1,1,0,0,2,4,normal
846,tcp,finger,REJ,4267,11349,0,0,0,1,0,1,0,0,0,1,1,normal
62,tcp,dns,RSTR,360,1275,0,0,0,6,0,1,4,1,0,8,4,u2r
118,udp,smtp,RSTR,4462,14933,0,0,0,4,1,1,2,0,0,4,1,probe
3343,icmp,telnet,SF,43521,240,1,2,1,4,0,0,1,0,0,1,3,dos
2353,udp,dns,S0,46916,301,1,2,1,6,1,0,0,0,0,8,3,dos
211,icmp,eco_i,SF,1682,11290,1,1,0,5,0,0,2,0,0,3,1,probe
1013,udp,dns,S0,12313,6226,1,0,0,3,0,1,2,0,0,0,3,normal
116,icmp,eco_i,SF,142,765,0,0,0,3,3,0,4,0,0,8,3,r2l
3242,icmp,http,REJ,125777,195,1,2,1,6,1,0,0,0,0,6,2,dos
3923,icmp,eco_i,REJ,61949,255,1,1,2,2,0,0,2,0,0,3,0,dos
2518,tcp,smtp,S0,30353,387,1,0,2,6,1,0,0,0,0,3,1,dos
3253,tcp,eco_i,SF,90288,157,1,1,2,1,1,0,2,0,0,9,3,dos
2701,tcp,telnet,RSTR,35584,318,0,2,1,2,1,0,5,0,0,4,3,dos
3928,tcp,ftp,S0,123966,77,1,1,0,3,1,0,2,0,0,8,0,dos
176,icmp,telnet,REJ,4139,4248,1,1,0,2,1,1,1,0,0,6,4,normal
3286,tcp,finger,SF,16782,81,0,2,2,4,1,0,5,0,0,4,4,dos
2545,udp,eco_i,RSTO,29507,266,0,1,1,1,0,0,3,0,0,1,3,dos
2508,tcp,telnet,RSTR,22210,376,1,2,1,2,1,0,0,0,0,0,1,dos
376,udp,telnet,SH,524,630,1,0,0,5,2,0,6,0,0,5,2,r2l
532,udp,ssh,RSTR,7961,14418,0,1,0,5,0,1,1,0,0,1,1,normal
559,tcp,ftp,REJ,7443,6505,1,1,0,6,0,1,1,0,0,4,4,normal
494,tcp,finger,SF,4363,16594,1,1,1,4,1,0,4,0,0,2,0,probe
140,udp,ftp,SH,8063,21413,1,1,1,3,1,0,0,0,0,7,1,probe
312,udp,dns,RSTO,2758,8340,1,0,0,5,1,0,4,0,0,7,3,probe
136,udp,http,REJ,398,834,1,0,0,1,2,1,2,0,0,6,3,r2l
805,udp,finger,RSTR,9359,10645,1,1,0,1,0,1,0,0,0,5,0,normal
983,tcp,telnet,REJ,2076,12061,0,0,0,5,1,0,3,0,0,0,2,probe
730,tcp,eco_i,REJ,4544,6406,0,1,0,3,0,1,3,0,0,7,1,probe
747,icmp,ssh,SF,95616,171,0,1,0,4,0,0,5,0,0,4,2,dos
215,udp,http,SF,687,758,1,0,0,2,0,1,5,1,0,4,3,u2r
567,tcp,dns,SH,2668,12854,0,0,0,6,1,0,3,0,0,1,0,probe
1787,tcp,ftp,RSTR,115654,206,1,0,1,0,0,0,2,0,0,9,2,dos
396,udp,ftp,RSTR,2659,5972,0,0,0,0,0,1,1,0,0,9,2,probe
121,udp,dns,RSTR,731,4312,0,0,1,6,0,0,4,0,0,4,1,probe
357,udp,ssh,REJ,898,114,0,0,0,0,0,1,7,1,1,3,1,u2r
295,udp,finger,RSTR,1109,756,1,1,0,6,1,1,9,0,1,6,3,u2r
2634,udp,eco_i,RSTO,174176,330,0,0,1,5,1,0,2,0,0,5,1,dos
225,tcp,ftp,RSTR,7241,6797,0,1,0,2,1,1,2,0,0,7,4,probe
737,icmp,eco_i,RSTO,5548,14749,1,1,0,4,1,1,0,0,0,4,0,normal
394,tcp,http,S0,286,312,1,1,0,1,0,1,8,0,0,7,2,u2r
149,tcp,smtp,REJ,585,1253,1,1,0,5,0,1,3,1,1,4,2,u2r
416,tcp,telnet,SH,3087,8788,1,1,0,1,1,1,0,0,0,6,2,normal
368,tcp,telnet,SH,433,845,1,0,0,1,2,0,3,0,0,6,0,r2l
4551,tcp,telnet,SF,49592,36,0,2,0,3,1,0,4,0,0,5,4,dos
148,tcp,ftp,S0,5254,16403,1,1,1,1,0,0,0,0,0,3,2,probe
1373,udp,ssh,S0,4115,2627,0,1,0,2,1,1,1,0,0,2,2,normal
65,udp,ftp,RSTR,308,337,0,1,0,6,2,1,3,0,0,2,2,r2l
467,tcp,finger,SF,98,401,1,0,0,6,1,1,5,0,0,4,0,u2r
392,udp,finger,RSTO,3456,4078,1,1,1,3,1,0,1,0,0,0,1,probe
534,udp,http,RSTR,1424,7692,1,0,0,4,1,1,2,0,0,0,1,normal
209,tcp,http,SF,432,284,0,0,0,2,5,0,3,0,0,8,2,r2l
1608,tcp,ssh,SF,68588,116,0,0,2,2,0,0,4,0,0,7,0,dos
156,udp,finger,RSTO,457,235,0,1,0,4,2,0,1,0,0,7,2,r2l
30,icmp,eco_i,SF,831,1175,0,1,0,1,1,1,6,0,0,6,3,u2r
1266,icmp,ftp,SF,4882,1917,0,0,0,2,1,1,1,0,0,8,4,normal
692,udp,ssh,RSTR,6269,16541,0,0,0,4,0,1,4,0,0,9,1,probe
675,icmp,ssh,S0,6248,2861,1,0,0,4,1,1,4,0,0,8,3,probe
176,udp,telnet,REJ,47,486,0,0,0,3,4,0,3,0,0,6,2,r2l
773,tcp,eco_i,REJ,4488,6811,0,1,0,1,0,0,0,0,0,1,0,probe
117,icmp,eco_i,REJ,1080,340,0,1,0,3,1,1,8,1,1,1,0,u2r
371,tcp,smtp,SH,970,9283,0,1,0,6,1,0,2,0,0,0,0,probe
126,tcp,smtp,RSTR,1387,622,1,1,0,6,1,1,7,1,1,0,2,u2r
249,udp,eco_i,RSTO,808,920,0,1,0,6,0,1,9,1,0,2,2,u2r
142,icmp,http,S0,376,340,0,0,0,4,4,0,2,0,0,8,0,r2l
1198,udp,finger,SF,4221,14905,1,0,1,2,1,1,0,0,0,8,2,probe
51,udp,eco_i,RSTO,101,831,1,1,0,4,2,1,1,0,0,0,4,r2l
3414,tcp,http,SF,60982,88,0,1,0,3,0,0,0,0,0,6,3,dos
861,icmp,eco_i,S0,9708,10649,0,1,0,5,1,1,0,0,0,8,1,normal
682,icmp,telnet,SH,9095,6916,0,1,0,0,1,1,1,0,0,9,0,normal
145,icmp,eco_i,RSTR,2044,394,1,0,0,2,0,0,3,0,0,8,0,probe
1698,icmp,ftp,SH,128725,409,0,1,2,3,0,0,4,0,0,9,3,dos
561,icmp,ssh,S0,6399,3938,1,1,0,1,0,1,1,0,0,8,4,normal
938,tcp,http,S0,4619,14740,0,0,1,3,0,1,2,0,0,8,4,probe
50,icmp,eco_i,S0,115,133,1,0,0,6,5,0,5,0,0,6,2,r2l
93,udp,dns,S0,489,1093,1,0,0,0,1,1,9,1,1,6,3,u2r
2257,icmp,dns,RSTR,31535,298,1,2,2,5,0,0,4,0,0,3,1,dos
3889,tcp,telnet,REJ,50094,108,1,0,2,0,0,0,0,0,0,7,3,dos
2739,icmp,http,S0,27556,295,1,1,0,4,0,0,0,0,0,1,3,dos
1918,tcp,eco_i,SH,113595,118,0,2,2,4,1,0,1,0,0,6,4,dos
2621,tcp,telnet,RSTO,26222,345,0,0,2,1,0,0,3,0,0,3,1,dos
413,tcp,smtp,S0,130,168,0,1,0,2,0,1,5,0,1,9,1,u2r
2243,udp,smtp,RSTR,72732,220,0,2,1,2,0,0,5,0,0,4,2,dos
308,icmp,ftp,SF,3039,9635,1,0,0,1,0,1,2,0,0,9,0,normal
1001,icmp,ftp,S0,2206,14056,0,0,0,3,0,1,2,0,0,3,3,normal
314,icmp,http,RSTO,464,136,1,0,0,6,0,1,5,0,1,0,4,u2r
288,udp,telnet,REJ,336,264,1,1,0,3,4,0,1,0,0,0,3,r2l
464,icmp,ftp,SH,4328,16172,1,1,1,0,0,1,2,0,0,5,4,probe
545,icmp,finger,SF,4242,2322,0,0,0,3,0,1,2,0,0,1,1,normal
48,udp,http,SH,1347,607,0,0,0,1,0,1,9,1,1,9,4,u2r
709,icmp,ftp,SH,9472,9620,1,0,0,5,0,1,0,0,0,4,4,normal
429,udp,dns,SF,243,1086,1,1,0,2,1,1,8,0,1,5,2,u2r
2682,udp,eco_i,SF,21123,0,0,1,2,0,1,0,2,0,0,6,0,dos
1036,udp,smtp,RSTO,89110,41,1,1,0,5,0,0,3,0,0,2,3,dos
3216,udp,finger,S0,51472,378,0,2,2,3,1,0,2,0,0,6,0,dos
472,icmp,dns,S0,3047,17394,0,1,0,5,0,1,2,0,0,8,4,probe
987,tcp,http,RSTR,11496,4287,1,1,0,1,0,1,1,0,0,4,2,normal
4850,udp,dns,SF,102620,218,1,2,1,6,1,0,2,0,0,1,4,dos
461,tcp,eco_i,SH,848,108,1,1,0,4,1,1,9,0,1,3,0,u2r
1043,icmp,eco_i,SF,6629,10520,0,1,1,1,0,1,1,0,0,5,4,probe
2341,udp,telnet,REJ,95880,397,1,2,0,5,1,0,1,0,0,3,0,dos
658,tcp,smtp,REJ,4808,6972,0,0,1,1,0,1,3,0,0,6,0,probe
179,tcp,smtp,REJ,496,867,0,0,0,5,4,1,3,0,0,5,0,r2l
486,icmp,telnet,RSTO,13581,4300,1,1,0,1,0,1,0,0,0,4,0,normal
276,icmp,http,RSTR,201,382,0,0,0,6,3,0,5,0,0,1,3,r2l
744,icmp,dns,RSTR,1723,11661,1,1,0,1,0,1,2,0,0,0,3,normal
2932,icmp,ssh,RSTO,37490,261,0,0,1,2,0,0,2,0,0,6,4,dos
905,tcp,http,S0,12515,1345,1,0,0,3,0,1,1,0,0,4,2,normal
1455,udp,finger,SH,9237,2817,1,0,0,2,0,1,0,0,0,6,3,normal
3138,tcp,dns,S0,43409,124,1,0,0,3,1,0,2,0,0,4,0,dos
2364,icmp,ssh,REJ,46084,27,1,0,1,4,1,0,3,0,0,1,0,dos
432,icmp,telnet,SH,2054,7846,0,0,0,2,1,1,3,0,0,3,2,probe
387,udp,ftp,S0,8355,4244,0,0,1,6,0,1,3,0,0,7,1,probe
120,udp,http,RSTO,5249,13244,1,1,1,2,1,0,0,0,0,4,4,probe
105,udp,dns,SF,5025,13996,0,0,1,5,0,0,2,0,0,7,0,probe
741,icmp,http,RSTR,1910,5935,0,1,0,6,1,0,3,0,0,1,0,probe
565,udp,telnet,REJ,1186,20106,1,1,1,5,1,1,3,0,0,4,4,probe
32,udp,finger,SF,366,883,1,0,0,5,4,0,6,0,0,2,1,r2l
228,tcp,ssh,RSTO,247,1055,0,1,0,3,4,0,6,0,0,2,0,r2l
521,udp,telnet,REJ,3488,21130,1,0,1,5,1,0,2,0,0,7,3,probe
372,udp,dns,REJ,7126,8105,0,0,1,0,0,0,0,0,0,5,0,probe
484,tcp,http,SH,616,7306,1,1,0,6,1,1,0,0,0,1,4,probe
447,tcp,eco_i,REJ,4910,7952,1,1,1,2,0,1,2,0,0,0,3,probe
209,icmp,dns,SH,135,735,0,1,0,0,5,1,6,0,0,2,0,r2l
534,icmp,dns,SF,1992,12651,1,1,0,0,0,1,1,0,0,1,4,normal
196,tcp,finger,SF,584,818,0,0,0,1,2,0,3,0,0,5,3,r2l
963,tcp,ssh,RSTR,1024,5381,0,0,0,6,0,1,1,0,0,1,1,normal
1687,tcp,dns,S0,13070,7883,1,1,0,2,0,1,1,0,0,5,4,normal
1214,udp,eco_i,SF,49530,172,1,0,0,4,1,0,1,0,0,7,3,dos
44,udp,eco_i,RSTO,154,510,0,0,0,4,3,1,5,0,0,3,1,r2l
227,udp,finger,SF,953,282,0,0,0,3,0,1,9,1,0,1,3,u2r
1002,tcp,eco_i,REJ,4025,10909,1,0,1,3,1,0,2,0,0,8,1,probe
123,tcp,dns,SH,512,462,0,0,0,5,0,1,3,1,0,9,2,u2r
3568,udp,dns,S0,92336,6,1,2,1,5,0,0,4,0,0,9,0,dos
275,icmp,finger,RSTO,192,575,0,0,0,0,1,1,5,1,1,9,1,u2r
3123,udp,telnet,RSTO,99107,33,1,1,1,4,1,0,5,0,0,5,2,dos
551,udp,ssh,REJ,2526,18622,1,0,0,6,0,1,4,0,0,5,0,probe
176,udp,smtp,SF,574,988,1,0,0,5,0,1,3,0,1,7,2,u2r
241,tcp,eco_i,REJ,6865,625,0,0,1,5,1,1,1,0,0,9,0,probe
273,udp,finger,SF,312,84,1,0,0,3,4,0,3,0,0,2,4,r2l
161,icmp,smtp,RSTO,4448,19242,1,1,1,3,0,1,2,0,0,7,2,probe
1521,tcp,finger,RSTR,95765,6,1,2,2,3,1,0,0,0,0,3,3,dos
445,udp,http,SF,6429,10789,0,1,0,5,0,1,1,0,0,6,4,normal
3435,udp,http,SH,88780,331,0,0,0,1,0,0,4,0,0,4,1,dos
1074,tcp,eco_i,SF,682,311,1,0,0,2,1,1,4,0,0,8,4,probe
416,udp,dns,SF,8063,19006,1,1,1,4,0,1,0,0,0,6,3,probe
228,icmp,http,REJ,402,540,0,0,0,3,3,0,3,0,0,0,0,r2l
928,tcp,dns,RSTO,3945,8361,1,0,0,4,1,1,0,0,0,3,0,normal
1956,udp,http,RSTR,122271,40,1,2,0,1,1,0,3,0,0,7,4,dos
762,udp,ftp,RSTO,10009,9727,1,0,0,0,0,1,2,0,0,1,0,normal
780,icmp,ssh,RSTR,4831,9346,0,0,1,5,1,0,4,0,0,6,3,probe
411,udp,smtp,RSTO,5394,11350,1,1,1,1,0,1,3,0,0,2,4,probe
21,tcp,telnet,RSTR,1167,967,1,1,0,3,1,1,4,1,0,6,2,u2r
861,udp,dns,RSTR,4504,4697,1,1,1,0,0,0,2,0,0,6,4,probe
2499,tcp,finger,RSTR,21594,205,1,1,2,1,0,0,4,0,0,5,2,dos
3201,tcp,dns,RSTR,155990,105,1,1,2,1,1,0,1,0,0,1,4,dos
762,tcp,smtp,RSTR,1626,9648,1,1,0,5,1,1,1,0,0,0,3,probe
958,tcp,ssh,SH,4105,6203,1,0,0,2,0,1,3,0,0,8,1,probe
1843,tcp,ssh,S0,105843,278,0,2,0,2,0,0,0,0,0,7,0,dos
1210,udp,ftp,SH,107851,51,1,0,0,2,0,0,1,0,0,2,2,dos
356,udp,finger,RSTR,622,9092,1,1,0,4,0,1,1,0,0,9,1,probe
229,tcp,dns,RSTO,1186,518,1,0,0,5,1,1,8,1,1,3,0,u2r
994,icmp,ssh,REJ,11428,2692,1,1,0,3,1,1,1,0,0,2,0,normal
1909,udp,ssh,REJ,38720,222,1,0,1,2,1,0,3,0,0,7,3,dos
573,udp,telnet,REJ,3995,4713,1,1,0,5,1,1,0,0,0,7,0,normal
264,udp,telnet,SF,261,656,0,1,0,2,1,1,5,0,0,3,4,u2r
650,udp,dns,SF,5004,7088,0,0,0,3,0,1,0,0,0,5,2,normal
2556,udp,smtp,RSTO,89026,198,1,0,1,4,1,0,4,0,0,0,4,dos
2524,udp,smtp,S0,135990,335,1,0,2,5,0,0,3,0,0,8,1,dos
84,tcp,ssh,S0,274,449,1,1,0,4,5,1,4,0,0,4,1,r2l
160,udp,smtp,RSTR,1127,1293,0,1,0,5,0,1,5,1,1,4,3,u2r
414,udp,telnet,REJ,5059,3827,1,0,0,6,0,1,0,0,0,1,1,normal
1078,tcp,ftp,RSTR,7295,8777,0,0,0,3,0,1,1,0,0,2,1,normal
178,udp,finger,SH,207,525,0,0,0,4,4,0,6,0,0,2,0,r2l
75,icmp,eco_i,S0,579,261,1,1,0,4,4,0,1,0,0,9,1,r2l
1080,tcp,dns,SH,3777,3425,1,1,0,6,0,1,1,0,0,3,2,normal
1827,icmp,eco_i,SH,40758,84,1,0,1,2,0,0,2,0,0,5,0,dos
58,udp,http,RSTR,251,673,1,0,0,2,0,1,8,1,0,1,4,u2r
193,icmp,telnet,SH,1226,5748,1,0,1,5,0,1,3,0,0,6,4,probe
2296,udp,telnet,RSTO,156584,311,0,0,1,1,1,0,0,0,0,3,0,dos
242,tcp,ftp,RSTR,386,158,0,1,0,5,3,1,4,0,0,3,0,r2l
3210,tcp,eco_i,SF,31464,126,1,2,0,1,0,0,0,0,0,9,0,dos
2961,udp,dns,REJ,86424,143,1,0,2,0,1,0,5,0,0,7,1,dos
2450,udp,telnet,S0,71032,174,0,0,2,2,1,0,1,0,0,2,1,dos
2314,tcp,dns,REJ,120199,126,1,2,1,3,1,0,4,0,0,5,0,dos
241,udp,eco_i,RSTR,2933,6069,1,0,0,1,0,1,0,0,0,4,3,probe
60,udp,smtp,SH,801,262,1,1,0,1,0,1,8,0,1,5,4,u2r
922,udp,ftp,SH,2334,1328,0,0,0,6,1,1,1,0,0,5,3,normal
383,udp,finger,SH,7218,4856,1,1,0,6,0,1,2,0,0,5,4,normal
852,udp,ssh,REJ,4385,1054,1,1,0,2,1,1,1,0,0,4,4,normal
3000,udp,ftp,SF,75274,112,0,2,1,5,0,0,1,0,0,8,3,dos
253,icmp,dns,SF,525,541,1,0,0,2,5,0,1,0,0,8,2,r2l
55,tcp,telnet,REJ,379,296,1,1,0,5,4,0,2,0,0,4,2,r2l
2598,udp,eco_i,S0,144598,427,0,2,0,4,1,0,0,0,0,9,2,dos
1018,tcp,finger,RSTR,1669,10795,0,0,0,6,0,0,1,0,0,3,0,probe
282,icmp,finger,SF,740,496,1,1,0,5,0,1,5,0,1,4,0,u2r
758,udp,finger,S0,38823,90,1,1,2,0,0,0,3,0,0,8,0,dos
197,udp,http,RSTO,3690,8857,1,1,0,1,0,1,2,0,0,3,3,normal
938,tcp,ftp,S0,29603,68,0,1,1,0,0,0,0,0,0,3,0,dos
117,tcp,ssh,S0,379,404,1,1,0,0,5,1,6,0,0,1,2,r2l
337,tcp,dns,SF,1891,17914,1,0,0,4,1,0,1,0,0,1,4,probe
525,icmp,http,REJ,6968,7613,0,1,0,0,0,1,2,0,0,1,2,normal
247,udp,ssh,REJ,3261,20152,1,1,0,3,0,0,3,0,0,8,2,probe
390,icmp,http,RSTO,158,899,0,0,0,5,2,0,4,0,0,1,2,r2l
394,udp,telnet,RSTO,5124,9905,0,0,0,2,1,1,1,0,0,5,2,normal
353,tcp,dns,RSTO,3675,8595,0,0,0,4,1,0,2,0,0,7,4,probe
1789,udp,finger,RSTO,89527,352,0,1,0,2,0,0,4,0,0,5,0,dos
38,udp,dns,REJ,666,1256,0,0,0,0,1,1,9,1,1,7,2,u2r
91,tcp,eco_i,RSTR,225,1423,1,1,0,3,0,1,7,1,0,7,2,u2r
625,udp,http,SH,5187,11884,0,0,0,6,1,0,0,0,0,5,0,probe
20,udp,dns,S0,1016,994,0,0,0,6,0,1,9,1,1,0,4,u2r
774,udp,smtp,RSTR,4805,2350,0,0,0,2,1,1,1,0,0,7,1,normal
1214,udp,eco_i,RSTO,8191,11645,1,0,0,4,0,1,0,0,0,3,2,normal
77,icmp,eco_i,SF,3614,9632,0,1,0,1,1,0,4,0,0,7,0,probe
417,icmp,ssh,RSTO,1232,344,0,1,0,0,1,1,7,1,0,6,3,u2r
198,udp,http,SH,4478,17140,0,0,1,5,1,0,2,0,0,9,4,probe
738,icmp,ssh,SH,46029,206,1,1,1,5,0,0,3,0,0,0,1,dos
897,udp,ssh,SF,5007,3444,0,0,1,6,1,0,2,0,0,5,4,probe
541,tcp,finger,SF,4289,10427,0,0,1,3,0,1,0,0,0,2,2,probe
271,tcp,ftp,S0,1312,790,1,0,0,3,1,1,3,1,1,3,4,u2r
397,udp,finger,S0,58,706,0,0,0,5,2,0,6,0,0,3,0,r2l
790,icmp,dns,SF,8437,4750,0,0,0,2,0,1,1,0,0,9,1,normal
203,udp,eco_i,SF,291,1572,1,1,0,3,1,1,4,1,1,0,3,u2r
640,tcp,ftp,S0,4569,7088,1,0,0,0,1,1,2,0,0,5,3,probe
405,icmp,eco_i,SH,5762,3242,0,0,1,2,0,1,0,0,0,5,0,probe
173,icmp,finger,S0,808,360,0,1,0,6,0,1,9,0,1,9,2,u2r
280,udp,finger,REJ,365,415,0,0,0,1,5,1,3,0,0,7,2,r2l
3948,icmp,smtp,REJ,129191,114,1,2,2,1,0,0,4,0,0,8,0,dos
2047,icmp,ftp,RSTO,122845,309,1,0,1,4,0,0,5,0,0,4,0,dos
26,udp,dns,REJ,920,798,0,1,0,6,1,1,7,1,1,4,3,u2r
3585,udp,http,RSTO,78373,291,0,0,0,5,1,0,2,0,0,3,4,dos
967,udp,dns,SF,96119,239,0,1,0,0,0,0,0,0,0,7,0,dos
3467,udp,eco_i,SF,61317,69,1,0,2,3,1,0,2,0,0,4,0,dos
296,tcp,ftp,REJ,135,389,1,0,0,1,0,1,8,1,1,8,3,u2r
1037,udp,ssh,S0,2015,8520,1,0,0,4,1,1,2,0,0,9,3,normal
2198,icmp,ftp,SF,47978,211,1,0,1,3,1,0,1,0,0,2,0,dos
546,tcp,finger,RSTR,3826,11370,1,0,0,0,0,1,1,0,0,4,1,normal
449,icmp,ssh,S0,7895,10018,1,1,0,4,0,1,1,0,0,3,0,normal
1638,udp,ftp,SH,6421,10408,0,1,0,3,0,1,1,0,0,4,1,normal
1143,udp,http,RSTO,103659,156,1,2,2,2,0,0,0,0,0,8,1,dos
1164,icmp,ssh,SH,57119,345,0,0,2,4,1,0,1,0,0,8,4,dos
1474,udp,smtp,S0,71101,243,1,1,0,1,1,0,0,0,0,9,4,dos
345,udp,ftp,RSTR,616,24854,1,0,1,6,0,0,1,0,0,4,3,probe
383,tcp,finger,S0,5443,11695,0,0,0,6,0,1,0,0,0,1,0,normal
966,udp,telnet,SH,10738,8828,1,1,0,6,1,1,2,0,0,2,0,normal
240,icmp,finger,SH,42,288,0,0,0,0,4,0,6,0,0,1,4,r2l
126,tcp,telnet,S0,471,434,0,1,0,1,4,1,1,0,0,5,0,r2l
69,udp,telnet,RSTR,3974,9277,1,1,1,2,1,1,2,0,0,8,3,probe
577,udp,dns,S0,1038,21447,1,0,1,1,0,0,3,0,0,8,3,probe
320,icmp,ssh,RSTO,856,953,1,0,0,4,1,1,8,1,1,2,1,u2r
624,tcp,finger,REJ,6054,19293,0,0,0,0,0,0,4,0,0,5,4,probe
426,udp,eco_i,S0,1438,947,1,0,0,6,0,1,4,1,0,1,2,u2r
654,icmp,ftp,S0,3319,3241,0,1,0,6,0,1,1,0,0,4,2,probe
2011,icmp,eco_i,SF,155960,127,0,1,1,2,1,0,1,0,0,7,1,dos
1195,tcp,smtp,SH,126355,81,1,1,0,0,1,0,4,0,0,9,3,dos
770,icmp,http,RSTO,7612,3351,0,0,0,2,0,1,1,0,0,8,3,normal
1966,tcp,ftp,SH,119946,259,0,0,2,1,0,0,2,0,0,1,3,dos
280,tcp,telnet,RSTO,427,254,0,0,0,0,2,0,5,0,0,2,3,r2l
263,icmp,smtp,S0,109,793,0,1,0,6,5,1,2,0,0,7,4,r2l
277,tcp,dns,REJ,1177,1591,0,0,0,3,0,1,8,1,1,9,1,u2r
802,tcp,telnet,REJ,4017,11670,1,0,1,2,1,1,0,0,0,9,0,probe
665,tcp,ssh,S0,10063,12624,1,0,0,2,0,1,1,0,0,3,3,normal
296,tcp,telnet,SF,3660,787,1,1,1,1,0,1,2,0,0,0,0,probe
871,udp,ftp,SH,2437,16944,1,0,1,2,0,0,3,0,0,7,1,probe
681,udp,ssh,RSTR,1811,19158,1,1,0,5,0,0,0,0,0,6,3,probe
50,icmp,telnet,RSTO,7929,20121,0,1,1,5,0,1,0,0,0,2,0,probe
765,tcp,ssh,REJ,686,440,1,1,1,4,1,1,4,0,0,6,3,probe
3076,tcp,telnet,RSTR,112857,344,0,2,0,6,1,0,2,0,0,4,2,dos
841,tcp,smtp,RSTO,8343,10154,0,0,1,5,1,0,4,0,0,8,2,probe
2541,tcp,eco_i,RSTO,145988,101,1,0,0,6,0,0,1,0,0,6,1,dos
1181,icmp,telnet,SF,9458,14531,1,1,0,6,0,1,2,0,0,8,1,normal
166,udp,dns,RSTR,5662,17927,1,0,0,6,0,1,1,0,0,8,2,probe
2094,udp,ftp,RSTO,182779,52,0,0,0,4,1,0,3,0,0,1,4,dos
55,icmp,eco_i,SF,678,92,0,1,0,2,1,1,5,1,1,9,1,u2r
2012,tcp,smtp,REJ,60229,206,0,2,1,3,1,0,2,0,0,1,3,dos
372,tcp,ssh,RSTR,5217,13592,0,0,1,3,1,0,2,0,0,2,0,probe
187,tcp,finger,S0,1594,20662,0,0,1,1,0,0,2,0,0,0,1,probe
2229,icmp,eco_i,SH,62083,207,1,0,2,5,0,0,3,0,0,1,0,dos
476,tcp,finger,S0,215,361,0,1,0,1,1,1,9,1,1,3,2,u2r
426,tcp,ssh,S0,10059,5916,1,0,0,2,1,1,0,0,0,8,0,normal
167,icmp,ssh,SF,1296,6935,0,0,0,6,1,0,3,0,0,8,3,probe
1157,tcp,telnet,REJ,8813,13466,0,1,0,3,0,1,2,0,0,0,3,normal
382,tcp,telnet,RSTO,1651,757,0,0,0,0,1,1,5,1,0,3,3,u2r
14,udp,telnet,REJ,1095,187,0,0,0,5,1,1,9,1,1,8,1,u2r
31,udp,ssh,RSTR,383,1020,0,1,0,3,1,1,3,0,0,0,3,u2r
448,tcp,ssh,REJ,7203,9278,1,1,0,0,1,1,1,0,0,3,3,probe
